member,item
2650,"frankfurter,citrus fruit,soda,tropical fruit,beef,soda,soda,soda,other vegetables,coffee,semi-finished bread,roll products ,domestic eggs,seasonal products,shopping bags,white wine"
2651,"turkey,white bread,dishes,shopping bags"
2652,"chicken,yogurt,pastry,whole milk,ham,pip fruit,pastry,soda,margarine,waffles,candy,kitchen towels,seasonal products"
2653,"whipped/sour cream,whole milk,brown bread,pastry,dessert,other vegetables,spread cheese,candy,yogurt,dog food,newspapers,chocolate"
2654,"sausage,frankfurter,root vegetables,frankfurter,other vegetables,root vegetables,berries,curd,citrus fruit,whole milk,soda,cat food,rolls/buns,misc. beverages,whole milk,pasta,coffee,sweet spreads,bottled beer"
2655,"pork,sausage,rolls/buns,pastry,shopping bags"
2656,"beef,hamburger meat,bottled water,bottled beer,cleaner,yogurt,margarine,pot plants,newspapers,dish cleaner"
2657,"pasta,bottled beer,hamburger meat,dessert,frozen dessert,bottled water"
2658,"butter milk,canned beer,root vegetables,yogurt,semi-finished bread,rolls/buns,margarine"
2659,"hamburger meat,tropical fruit,yogurt,pip fruit,sausage,tropical fruit,rolls/buns,yogurt,domestic eggs,brown bread,other vegetables,hamburger meat,brown bread,tea,nut snack,shopping bags"
2660,"tropical fruit,specialty chocolate,bottled water,whole milk"
2661,"bottled water,whole milk,other vegetables,tropical fruit,waffles,soda,rolls/buns,napkins"
2662,"tropical fruit,root vegetables,sausage,artif. sweetener,soda,pickled vegetables"
2663,"whole milk,cat food,sausage,chicken,chocolate,ham,other vegetables,canned beer,tropical fruit,other vegetables,bottled water,berries,whipped/sour cream,semi-finished bread,pastry,whole milk,canned beer,waffles,tropical fruit,shopping bags,shopping bags,bottled water,yogurt,kitchen towels,rum,bottled beer,packaged fruit/vegetables"
2664,"chicken,sausage,chicken,citrus fruit,domestic eggs,pasta,domestic eggs,pickled vegetables"
2665,"frozen potato products,detergent,chocolate marshmallow,specialty chocolate"
2666,"sausage,meat,whole milk,soda,root vegetables,whole milk,bottled beer,dessert,fruit/vegetable juice,UHT-milk,margarine,UHT-milk,chocolate,frozen vegetables,frozen vegetables,pastry"
2667,"frankfurter,root vegetables,fruit/vegetable juice,domestic eggs,shopping bags"
2668,"whole milk,other vegetables"
2669,"pip fruit,frankfurter,white bread,brown bread,onions,bottled beer,whipped/sour cream,rolls/buns,pastry,cat food,pastry"
2670,"yogurt,berries,brown bread,onions,pip fruit,whole milk"
2671,"chewing gum,pip fruit,pip fruit,whole milk,sugar,white wine,whole milk,salty snack"
2672,"beverages,frozen meals,ham,frankfurter,sausage,waffles,pastry,liquor (appetizer),pastry,yogurt,soda,flour"
2673,"yogurt,root vegetables,yogurt,coffee,canned beer,soda,yogurt,yogurt"
2674,"root vegetables,chicken,butter,grapes,soda,chewing gum"
2675,"canned beer,margarine,rolls/buns,rolls/buns,UHT-milk,rolls/buns,cling film/bags"
2676,"rolls/buns,liver loaf,margarine,chicken,other vegetables,citrus fruit,whipped/sour cream,newspapers,bottled water,canned beer,candy,soda,baking powder,white wine"
2677,"sausage,sausage,whole milk,root vegetables,UHT-milk,soft cheese"
2678,"berries,cream cheese ,tropical fruit,chocolate,finished products,rolls/buns,dessert,whole milk,whipped/sour cream,fruit/vegetable juice,rolls/buns"
2679,"rolls/buns,soda,yogurt,curd cheese,liqueur,chocolate marshmallow"
2680,"citrus fruit,sausage,other vegetables,rolls/buns,sweet spreads,yogurt,frozen meals,instant coffee"
2681,"soda,beef,pork,pastry,fruit/vegetable juice,cream cheese "
2682,"whole milk,sausage,canned beer,root vegetables,other vegetables,soda,bottled beer,whole milk,herbs,other vegetables,cream cheese "
2683,"rolls/buns,berries,soda,beverages,soda,red/blush wine,flower (seeds),candles"
2684,"citrus fruit,rolls/buns,salt"
2685,"frankfurter,bottled water,butter,citrus fruit,other vegetables,yogurt,fruit/vegetable juice,whole milk,butter,rolls/buns,soda,seasonal products"
2686,"soda,whole milk,ready soups,pastry"
2687,"mustard,sausage,sausage,rolls/buns,sweet spreads,rolls/buns,curd,root vegetables,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,detergent,spices,shopping bags,frozen fish"
2688,"sausage,dish cleaner,canned beer,sliced cheese,whole milk,canned vegetables,whole milk,whipped/sour cream,brown bread,whole milk,canned fish,roll products ,pastry"
2689,"bottled beer,curd,nuts/prunes,root vegetables,sausage,long life bakery product,canned fish,whole milk,whole milk,rolls/buns,root vegetables,bottled water,brown bread,curd,hard cheese"
2690,"other vegetables,chicken,canned beer,cream cheese ,cream,root vegetables,frankfurter,rolls/buns,whole milk,whole milk,liquor,sugar,soda,other vegetables,UHT-milk,grapes,white wine"
2691,"beef,frankfurter,bags,liver loaf,citrus fruit,tropical fruit,domestic eggs,other vegetables,rolls/buns,pip fruit"
2692,"beef,white wine,hygiene articles,butter,UHT-milk,butter milk,root vegetables,sugar,soda,pastry"
2693,"brown bread,frankfurter,beef,coffee,white bread,bottled beer,yogurt,specialty fat,bottled water,mayonnaise,liqueur"
2694,"tropical fruit,whole milk,whole milk,sausage,rolls/buns,pip fruit,pip fruit,ham,pip fruit,pip fruit,hard cheese,bottled beer,rolls/buns,pastry,hard cheese,frozen fish,shopping bags,pot plants,root vegetables"
2695,"whole milk,tropical fruit,pork,frozen meals,bottled beer,UHT-milk,hamburger meat,UHT-milk"
2696,"sausage,other vegetables,butter,whole milk,curd,pip fruit,rolls/buns,seasonal products,dishes,margarine,bottled water"
2697,"berries,coffee,dishes,soft cheese"
2698,"beef,pastry,bottled water,whole milk,yogurt,chewing gum,whole milk,other vegetables"
2699,"other vegetables,whipped/sour cream,sliced cheese,nuts/prunes,whole milk,pastry,yogurt,soda,butter,sauces"
2700,"soda,bottled beer,candy,hamburger meat,tropical fruit,canned fish,specialty cheese,yogurt,yogurt"
2701,"ham,red/blush wine,whole milk,chocolate marshmallow,spread cheese,butter,margarine,salt,rolls/buns,soda,salty snack"
2702,"tropical fruit,pork,pastry,bottled water,bottled water,whipped/sour cream,other vegetables,brown bread,whipped/sour cream"
2703,"canned beer,hamburger meat,ham,citrus fruit,dishes,bottled water,canned beer,specialty fat,soups"
2704,"frankfurter,vinegar,red/blush wine,whole milk,rolls/buns,bottled beer"
2705,"meat,root vegetables,whole milk,hamburger meat,sweet spreads,shopping bags"
2706,"frankfurter,specialty chocolate,sausage,tropical fruit,ham,citrus fruit,oil,whole milk,sugar,white wine,other vegetables,whole milk,newspapers,detergent,whipped/sour cream,soda,misc. beverages,specialty bar,sliced cheese,cake bar,popcorn,bottled water,liquor"
2707,"domestic eggs,frankfurter,meat,bottled water,chicken,whole milk,whole milk,pastry,yogurt,brown bread,newspapers,whole milk,shopping bags,detergent,margarine,waffles,specialty bar"
2708,"instant coffee,soda,coffee,frozen meals,artif. sweetener,coffee"
2709,"curd,citrus fruit,whole milk,yogurt,other vegetables,rolls/buns,other vegetables,bottled water,frozen vegetables,bottled water,dessert"
2710,"frankfurter,long life bakery product,soda,waffles"
2711,"yogurt,light bulbs,frozen vegetables,liquor,citrus fruit,ham,bottled beer,butter,chewing gum,cream cheese ,rolls/buns,whipped/sour cream,soda,light bulbs"
2712,"whole milk,other vegetables,root vegetables,rolls/buns,other vegetables,other vegetables,soda,grapes,yogurt,frozen meals,whole milk,frozen potato products,shopping bags"
2713,"other vegetables,coffee,frozen meals,rolls/buns,napkins,canned beer,long life bakery product,ketchup,bottled beer,specialty chocolate"
2714,"yogurt,chocolate"
2715,"ham,sausage,rolls/buns,canned beer,pip fruit,canned beer,other vegetables,male cosmetics,detergent,rolls/buns,salty snack,newspapers,cake bar,napkins,yogurt"
2716,"sausage,tropical fruit,yogurt,dessert,yogurt,rolls/buns,curd,beef,rolls/buns,ice cream,dental care,pastry,curd cheese,soda,zwieback,bottled water"
2717,"fruit/vegetable juice,fruit/vegetable juice"
2718,"sausage,butter,canned beer,whole milk,root vegetables,packaged fruit/vegetables,specialty chocolate,chicken,chewing gum,turkey,chewing gum,Instant food products,specialty cheese,root vegetables,whole milk,popcorn,margarine,margarine,soups,white bread"
2719,"other vegetables,frankfurter,citrus fruit,soda,whole milk,grapes,whole milk,whole milk,berries,coffee,rolls/buns,root vegetables,sugar,hygiene articles"
2720,"turkey,rolls/buns"
2721,"yogurt,cream cheese ,frankfurter,butter,root vegetables,yogurt"
2722,"citrus fruit,root vegetables,soda,sweet spreads"
2723,"white wine,meat,frankfurter,beef,citrus fruit,tropical fruit,yogurt,dishes,yogurt,rolls/buns"
2724,"ice cream,tropical fruit,specialty chocolate,pastry,semi-finished bread,rolls/buns"
2725,"hamburger meat,whole milk,soda,baking powder"
2726,"pastry,canned beer,house keeping products,shopping bags,yogurt,butter milk,cream cheese ,soft cheese"
2727,"frankfurter,whole milk,fish,hamburger meat,soda,frozen meals,whipped/sour cream,fruit/vegetable juice,frozen potato products,bottled beer"
2728,"beef,whole milk,root vegetables,whole milk,butter milk"
2729,"bottled water,hamburger meat,citrus fruit,beef,cling film/bags,pork,other vegetables,cream cheese ,red/blush wine,bottled water,butter,beef,whole milk,soft cheese,sweet spreads,candy,cleaner,spices"
2730,"chicken,beef,root vegetables,specialty bar,rolls/buns,abrasive cleaner,frozen potato products,butter,domestic eggs,salty snack,newspapers"
2731,"ice cream,whole milk,grapes,newspapers"
2732,"sausage,grapes,salty snack,frozen fish,other vegetables,berries,dessert,soda,brown bread,vinegar"
2733,"yogurt,soda,whole milk,yogurt,red/blush wine,bottled water"
2734,"whipped/sour cream,shopping bags,rolls/buns"
2735,"yogurt,other vegetables"
2736,"whole milk,meat,soda,pork,sugar,whole milk,UHT-milk,tropical fruit,turkey,onions,beef,butter milk,soda,processed cheese,pip fruit,margarine,napkins,semi-finished bread,soda,frozen vegetables,whole milk,pastry,curd"
2737,"root vegetables,other vegetables,frozen vegetables,shopping bags,shopping bags,domestic eggs"
2738,"frankfurter,other vegetables,canned beer,whole milk,beef,beef,pickled vegetables,red/blush wine,rolls/buns,whole milk,root vegetables,whole milk,pot plants,pastry,frozen meals,onions,brown bread,frozen dessert,rolls/buns,sugar,ice cream"
2739,"pip fruit,root vegetables,specialty bar,skin care"
2740,"specialty bar,meat,curd,whipped/sour cream"
2741,"root vegetables,other vegetables,liver loaf,other vegetables,UHT-milk,yogurt,frozen dessert,bottled beer,waffles,canned beer,soda,canned vegetables"
2742,"misc. beverages,dessert,coffee,other vegetables,spread cheese,onions,cream cheese ,UHT-milk,coffee"
2743,"citrus fruit,grapes,soda,beef,beef,tropical fruit,beef,whole milk,pastry,specialty cheese,dog food,chocolate,frozen potato products,shopping bags,yogurt,candy,frozen vegetables"
2744,"ham,rolls/buns,butter milk,soft cheese,fruit/vegetable juice,frozen vegetables,margarine,sugar"
2745,"butter,tropical fruit,other vegetables,berries,meat,frankfurter,root vegetables,root vegetables,rolls/buns,oil,other vegetables,coffee,butter milk,dessert,vinegar"
2746,"bottled beer,rolls/buns,hamburger meat,bottled beer,root vegetables,dental care,frozen meals,soups,dishes,brown bread,white bread,salty snack,curd,pickled vegetables,detergent"
2747,"whole milk,rolls/buns,ham,root vegetables,yogurt,whole milk,butter,curd,pickled vegetables,dog food,pastry,bottled beer"
2748,"misc. beverages,processed cheese"
2749,"misc. beverages,frankfurter,onions,citrus fruit,pastry,specialty chocolate,long life bakery product"
2750,"other vegetables,domestic eggs,whole milk,pork,rolls/buns,onions,waffles,sparkling wine"
2751,"tropical fruit,root vegetables,frozen meals,soda,rolls/buns,brown bread,sliced cheese,dental care,bottled water,female sanitary products,shopping bags,sliced cheese"
2752,"sausage,berries"
2753,"nuts/prunes,bottled beer,whole milk,cream cheese ,bottled water,butter,whipped/sour cream,sugar"
2754,"liver loaf,pip fruit,whole milk,soda,fruit/vegetable juice,curd,ice cream,margarine,detergent,rolls/buns"
2755,"rolls/buns,whole milk,beef,napkins,salty snack,whole milk,fruit/vegetable juice,whole milk,fruit/vegetable juice,other vegetables,chocolate,frozen vegetables,soda,whole milk,chocolate"
2756,"hamburger meat,sausage,red/blush wine,fruit/vegetable juice,rolls/buns,curd,misc. beverages,canned fish,rolls/buns,processed cheese"
2757,"citrus fruit,beef,sausage,whipped/sour cream,onions,condensed milk,white bread,other vegetables,specialty chocolate,butter"
2758,"hamburger meat,other vegetables,sausage,whole milk,pip fruit,soft cheese,rolls/buns,UHT-milk,frozen meals,grapes,curd,soda,yogurt,other vegetables,long life bakery product,cream cheese ,flour,soda,napkins,dishes"
2759,"yogurt,rolls/buns"
2760,"sausage,frankfurter,citrus fruit,other vegetables,other vegetables,bottled water,bottled beer,whole milk,long life bakery product,fish,tropical fruit,other vegetables,newspapers,soda,frozen potato products,long life bakery product,domestic eggs,whipped/sour cream,vinegar,rolls/buns,soda,pot plants,long life bakery product"
2761,"citrus fruit,chocolate,pork,other vegetables,frozen vegetables,brown bread,rolls/buns,whipped/sour cream,semi-finished bread,shopping bags,rice,margarine,frozen vegetables,brown bread,shopping bags"
2762,"whole milk,decalcifier,dessert,pastry,specialty bar,whole milk,beef,red/blush wine,newspapers"
2763,"root vegetables,pork,rolls/buns,yogurt,rolls/buns,yogurt,whipped/sour cream,canned fish,shopping bags,canned beer"
2764,"other vegetables,margarine,UHT-milk,beverages,whipped/sour cream,tropical fruit,curd,domestic eggs,tropical fruit,bottled water,yogurt,yogurt,candy"
2765,"butter,beef,candy,herbs,beverages,tropical fruit,waffles,yogurt,grapes,fruit/vegetable juice,domestic eggs,whipped/sour cream"
2766,"citrus fruit,pork,oil,long life bakery product,candles,whole milk,coffee"
2767,"root vegetables,sausage,root vegetables,other vegetables,long life bakery product"
2768,"tropical fruit,meat,pastry,pip fruit,salt,baking powder,pot plants"
2769,"sparkling wine,bottled water,flower soil/fertilizer,pork,beef,canned beer,frozen dessert,rolls/buns,rolls/buns,misc. beverages,roll products ,root vegetables"
2770,"yogurt,soda,coffee,pip fruit,coffee"
2771,"frankfurter,coffee,long life bakery product,sausage,rolls/buns,napkins,vinegar"
2772,"tropical fruit,bottled water,rolls/buns,soda,pet care,soft cheese,napkins,specialty bar,red/blush wine,shopping bags,pastry,whipped/sour cream,frozen meals,shopping bags,cat food,pastry"
2773,"female sanitary products,margarine"
2774,"yogurt,other vegetables,soda,shopping bags,whole milk,dessert,domestic eggs"
2775,"pork,pip fruit,tropical fruit,sausage,beverages,whole milk,grapes,chicken,frozen vegetables,condensed milk"
2776,"pastry,specialty cheese,misc. beverages,butter"
2777,"whole milk,chocolate,pastry,whole milk,whole milk,herbs,soda,Instant food products,chocolate,soda"
2778,"yogurt,grapes,pip fruit,soda,other vegetables,domestic eggs,soda,bottled beer,shopping bags"
2779,"whole milk,whole milk,meat,whole milk,whole milk,sausage,yogurt,dessert,red/blush wine,ice cream,root vegetables,rolls/buns,cake bar,white bread,shopping bags,root vegetables,other vegetables,napkins,whipped/sour cream,cream cheese ,specialty cheese,abrasive cleaner"
2780,"liver loaf,liquor,other vegetables,herbs,whole milk,other vegetables"
2781,"bottled beer,rolls/buns,soda,whole milk,newspapers,chicken,cream cheese ,yogurt,other vegetables,sliced cheese,whole milk,whipped/sour cream,chocolate"
2782,"rolls/buns,cream cheese ,tropical fruit,sugar,other vegetables,bottled water,soda,spread cheese,specialty bar"
2783,"citrus fruit,cream cheese "
2784,"frankfurter,tropical fruit,berries,misc. beverages,whole milk,dog food,margarine,coffee,cling film/bags,whipped/sour cream,domestic eggs,house keeping products,margarine"
2785,"tropical fruit,frozen meals,shopping bags,semi-finished bread,chicken,pork,beef,whole milk,whole milk,chocolate"
2786,"sausage,other vegetables,semi-finished bread,butter,specialty chocolate,brown bread,soda"
2787,"soda,brown bread,specialty chocolate,rolls/buns,sausage,citrus fruit,chocolate,rolls/buns,rolls/buns,UHT-milk,specialty bar,bottled water,frozen meals,long life bakery product,margarine,sugar"
2788,"butter,dessert,dessert,onions,domestic eggs,pickled vegetables,rolls/buns,butter milk,salty snack"
2789,"pastry,whole milk,tropical fruit,curd,fish,salty snack,pork,white bread,yogurt,butter,other vegetables,grapes,curd,soda,curd,bottled beer,citrus fruit,bottled beer,flour,whipped/sour cream,butter,bottled water,sugar"
2790,"yogurt,cereals,sausage,semi-finished bread,other vegetables,tropical fruit,other vegetables,berries"
2791,"other vegetables,photo/film"
2792,"condensed milk,canned beer,frankfurter,berries,whole milk,mayonnaise,pastry,liver loaf,root vegetables,sliced cheese,domestic eggs,rolls/buns,brown bread,bottled beer,frozen fish"
2794,"ham,liquor,sausage,whole milk,bottled beer,chicken,whole milk,yogurt,whole milk,brandy,photo/film,specialty chocolate,margarine,whole milk,curd,fruit/vegetable juice,canned beer,whipped/sour cream"
2795,"beef,citrus fruit,root vegetables,rolls/buns,whole milk,cat food,white bread,snack products,canned beer,soda,soda,fruit/vegetable juice"
2796,"other vegetables,curd,pork,other vegetables,whipped/sour cream,rolls/buns,rolls/buns,dessert,rolls/buns,soda,oil,cling film/bags"
2797,"chicken,rolls/buns,coffee,other vegetables,soda"
2798,"chicken,frankfurter,rolls/buns,rolls/buns,bottled beer,pastry,bottled water,margarine"
2799,"sugar,whole milk,butter,sausage,chocolate,citrus fruit,hamburger meat,canned fish,other vegetables,fruit/vegetable juice,detergent,baking powder,yogurt,pickled vegetables,pickled vegetables,pickled vegetables,butter,cat food,brown bread,bottled water,pot plants"
2800,"citrus fruit,pip fruit,dessert,sugar,beverages,other vegetables,sauces,margarine,other vegetables,brown bread,soda,frozen fish,long life bakery product"
2801,"root vegetables,dessert,sausage,whole milk,whole milk,bottled water,margarine,other vegetables"
2802,"whole milk,whole milk,whole milk,frozen vegetables,canned beer,condensed milk,chocolate,white wine"
2803,"tropical fruit,shopping bags,coffee,butter milk,rolls/buns,canned beer,rubbing alcohol,yogurt,margarine,curd,oil"
2804,"canned beer,rolls/buns,other vegetables,other vegetables,brown bread,canned vegetables,fruit/vegetable juice,canned beer,white wine"
2805,"rolls/buns,coffee,curd,dessert,packaged fruit/vegetables,canned beer,bottled water,ice cream,pickled vegetables,pastry,cat food"
2806,"bottled water,onions,red/blush wine,curd,newspapers,whipped/sour cream,onions,brown bread,long life bakery product,canned beer"
2807,"tropical fruit,UHT-milk,whole milk,herbs,whole milk,bottled water,beverages,newspapers,newspapers,sweet spreads,rolls/buns"
2808,"root vegetables,other vegetables,cereals,canned beer,white bread,rolls/buns"
2809,"whole milk,pork,bottled beer,other vegetables,domestic eggs,berries"
2810,"butter milk,frankfurter,sausage,root vegetables,meat,sausage,root vegetables,curd,pip fruit,citrus fruit,butter,soda,frozen meals,frozen meals,whipped/sour cream,salty snack,long life bakery product"
2811,"tropical fruit,oil,chicken,beef,butter milk,pasta,butter milk,chocolate,waffles,beef,onions,cling film/bags,long life bakery product,whole milk,pastry,jam,frozen vegetables,frozen meals,yogurt,hygiene articles"
2812,"whipped/sour cream,brown bread,whipped/sour cream,whipped/sour cream"
2813,"pip fruit,coffee,whole milk,sausage,tropical fruit,other vegetables,whole milk,yogurt,tidbits,yogurt,cake bar,cake bar,yogurt,female sanitary products,chocolate,soda"
2814,"ice cream,newspapers,onions,berries,pip fruit,hamburger meat,root vegetables,whole milk,root vegetables,whole milk,dish cleaner,specialty bar,yogurt,specialty cheese,rolls/buns,butter,newspapers"
2815,"root vegetables,beef,dessert,waffles,beef,root vegetables,butter,yogurt"
2816,"onions,whole milk,pastry,rolls/buns,chicken,bottled beer,canned beer,tropical fruit,citrus fruit,citrus fruit,grapes,pastry,mustard,seasonal products,root vegetables,other vegetables,yogurt,fruit/vegetable juice,whole milk,chewing gum,salty snack,bottled beer,frozen vegetables,margarine"
2817,"pork,male cosmetics,baking powder,pastry,chewing gum,soda,bottled water,beverages,brandy,bottled water"
2818,"tropical fruit,bottled water,whole milk,root vegetables,photo/film,whole milk"
2820,"tropical fruit,soda"
2822,"salty snack,shopping bags,shopping bags,salty snack"
2823,"yogurt,pastry,frozen vegetables,napkins,waffles"
2824,"pork,sausage,pip fruit,tropical fruit,whole milk,whole milk,frozen fish,chewing gum,cling film/bags"
2825,"sausage,frankfurter,soda,photo/film,root vegetables,whole milk,whisky,frozen potato products,mustard,curd cheese"
2826,"frankfurter,other vegetables"
2827,"bottled beer,beef,citrus fruit,domestic eggs,whipped/sour cream,whole milk,shopping bags,newspapers"
2828,"meat,curd"
2829,"beef,pip fruit,frankfurter,pork,chewing gum,candles,margarine,soda,chewing gum,detergent"
2830,"canned beer,citrus fruit,sausage,sausage,hamburger meat,salty snack,rolls/buns,frozen potato products,bottled beer,rolls/buns,soda"
2831,"frankfurter,soda,pip fruit,frozen dessert,sliced cheese,soda,butter,fruit/vegetable juice,margarine"
2832,"other vegetables,sausage,whole milk,frozen vegetables,meat spreads,newspapers,specialty chocolate,curd,domestic eggs,bottled water,newspapers"
2833,"citrus fruit,beef,whipped/sour cream,other vegetables"
2834,"beef,newspapers,other vegetables,cream cheese ,yogurt,soda,sliced cheese,yogurt,napkins,shopping bags"
2835,"citrus fruit,ham,brandy,whole milk,rolls/buns,root vegetables,onions,yogurt,specialty bar,cream cheese ,whole milk,rolls/buns,rolls/buns,domestic eggs,chocolate,pasta,newspapers,shopping bags,bottled water"
2836,"UHT-milk,UHT-milk,meat,whole milk,tropical fruit,berries,butter milk,root vegetables,shopping bags,butter,shopping bags,napkins"
2837,"whole milk,rolls/buns,dessert,brandy,frozen dessert,yogurt,citrus fruit,soda,soap,bottled water,chewing gum"
2838,"rolls/buns,pastry,liver loaf,bottled water,berries,waffles,vinegar"
2839,"beef,soda,beef,whole milk,napkins,red/blush wine,specialty chocolate,candy"
2840,"photo/film,beverages,frankfurter,pork,other vegetables,frozen meals,butter,cat food,curd,butter,rolls/buns,rolls/buns,canned beer,yogurt,white bread"
2841,"finished products,domestic eggs"
2842,"sausage,beef,whole milk,soda"
2843,"whole milk,pip fruit,rolls/buns,rum,pasta,onions,canned vegetables,rolls/buns,domestic eggs"
2844,"tropical fruit,whipped/sour cream"
2845,"other vegetables,processed cheese,sliced cheese,frozen chicken"
2846,"other vegetables,whipped/sour cream,canned fish,liquor,instant coffee,shopping bags"
2847,"canned beer,whipped/sour cream,hamburger meat,rolls/buns,ham,white bread,chicken,spices,processed cheese,yogurt,soups,margarine,chocolate"
2848,"chicken,butter,pasta,bottled water"
2849,"pork,pip fruit,UHT-milk,sausage,yogurt,sauces,herbs,brown bread,newspapers,bottled water,napkins"
2850,"whole milk,organic sausage,pip fruit,rolls/buns,finished products,UHT-milk,root vegetables,rolls/buns,beef"
2851,"rolls/buns,canned beer,whole milk,butter,other vegetables,white bread,bottled beer,bottled beer,other vegetables,herbs,tropical fruit,curd,napkins,canned beer,canned beer,spread cheese,brown bread,chewing gum,whipped/sour cream,bottled beer,specialty chocolate,onions,rolls/buns,red/blush wine,candles,fruit/vegetable juice,fruit/vegetable juice,salad dressing,misc. beverages"
2852,"citrus fruit,whipped/sour cream"
2853,"tropical fruit,other vegetables,UHT-milk,semi-finished bread,candy"
2854,"coffee,other vegetables,rolls/buns,rolls/buns,berries,candy,whole milk,napkins,shopping bags,pip fruit,bottled beer"
2855,"sausage,canned beer,other vegetables,sausage,organic products,frankfurter,yogurt,tropical fruit,whole milk,rolls/buns,soda,whole milk,soda,herbs,frozen dessert,rice,coffee,UHT-milk,cat food,hygiene articles,processed cheese,misc. beverages,rolls/buns"
2856,"meat,instant coffee,other vegetables,sparkling wine"
2857,"root vegetables,whole milk,beef,pip fruit,meat,yogurt,tropical fruit,tropical fruit,liquor (appetizer),coffee,newspapers,waffles,whipped/sour cream,soda,fruit/vegetable juice"
2858,"grapes,packaged fruit/vegetables,detergent"
2859,"grapes,brown bread,herbs,processed cheese"
2860,"root vegetables,sausage,tropical fruit,flower soil/fertilizer,beef,other vegetables,flower (seeds),shopping bags,yogurt,waffles,butter,chocolate,light bulbs,bottled water"
2861,"whole milk,pastry,meat,whole milk,dessert,tropical fruit,whole milk,tropical fruit,pastry,whole milk,whole milk,domestic eggs"
2862,"misc. beverages,bottled water,long life bakery product,soda,kitchen towels,shopping bags"
2863,"frankfurter,chocolate,hamburger meat,bottled beer,whipped/sour cream,tidbits,bottled beer"
2864,"beverages,citrus fruit,berries,popcorn,shopping bags,tropical fruit,other vegetables,dishes,whole milk,fruit/vegetable juice"
2865,"pot plants,oil,root vegetables,pork,soda,other vegetables,processed cheese,frozen meals"
2866,"curd,whole milk"
2867,"whole milk,chicken,butter,turkey,bottled water,soft cheese,other vegetables,chicken,bottled water,shopping bags,other vegetables,citrus fruit,canned beer,salty snack,canned vegetables"
2868,"pork,waffles,beef,salt,pip fruit,soda,citrus fruit,pastry,hamburger meat,whole milk,yogurt,semi-finished bread,beef,other vegetables,pickled vegetables,oil,soda,chocolate,yogurt,salty snack,potato products"
2869,"whole milk,beef,tropical fruit,bottled water,cream cheese ,curd,root vegetables,whole milk,bottled beer,bottled water,brown bread,cream cheese ,newspapers,yogurt"
2870,"chicken,white bread,beef,hamburger meat,pork,tropical fruit,whole milk,pastry,beef,frozen meals,yogurt,whole milk,specialty bar"
2871,"hamburger meat,whole milk,newspapers,root vegetables,root vegetables,dessert,roll products ,yogurt"
2872,"onions,tropical fruit,liquor (appetizer),whole milk,shopping bags,other vegetables,whole milk,domestic eggs"
2873,"other vegetables,photo/film,whole milk,soda,rolls/buns,whole milk,whipped/sour cream,liquor (appetizer),detergent,citrus fruit,whole milk,cake bar,frozen vegetables,rolls/buns,soda,newspapers"
2874,"sausage,sausage,pip fruit,soda,bottled beer,frankfurter,butter,onions,hygiene articles,whole milk,bottled water,other vegetables,chicken,other vegetables,ice cream,soda"
2875,"whole milk,zwieback,brown bread,soda,soda,herbs,curd"
2876,"other vegetables,sausage,sausage,tropical fruit,pip fruit,other vegetables,fruit/vegetable juice,chewing gum,whole milk,coffee,fruit/vegetable juice,shopping bags"
2877,"pip fruit,frozen meals,tropical fruit,waffles,mustard,root vegetables"
2878,"rolls/buns,bottled water,whipped/sour cream,pastry"
2879,"hair spray,liver loaf,whole milk,frankfurter,dessert,chocolate,whipped/sour cream,spread cheese,newspapers,herbs,rolls/buns,detergent,artif. sweetener"
2880,"liver loaf,pork,tropical fruit,bottled beer,onions,whole milk,soda,margarine"
2881,"domestic eggs,margarine,butter milk,canned vegetables"
2882,"berries,citrus fruit,sausage,sausage,sliced cheese,other vegetables,domestic eggs,chewing gum,citrus fruit,other vegetables,dishes"
2883,"citrus fruit,whipped/sour cream,oil,meat,hamburger meat,butter,bottled water,yogurt,newspapers,rolls/buns"
2884,"frozen vegetables,UHT-milk,other vegetables,bottled water,napkins,cream cheese ,dessert,other vegetables"
2885,"citrus fruit,tropical fruit,chicken,whole milk,butter,whole milk,hamburger meat,nut snack,bottled water,spices,long life bakery product,sliced cheese,rolls/buns,photo/film"
2886,"curd,tropical fruit,waffles,butter"
2887,"tropical fruit,waffles,whole milk,specialty bar"
2888,"sausage,pip fruit,flour,pastry,soda,other vegetables,brown bread,other vegetables,other vegetables"
2889,"citrus fruit,yogurt"
2890,"fish,bottled water,newspapers,shopping bags,soda,flour"
2891,"root vegetables,liver loaf,white bread,domestic eggs,cream cheese "
2892,"sausage,pastry,soda,coffee,pastry"
2893,"tropical fruit,candles,other vegetables,grapes,hard cheese,citrus fruit,canned fish,rolls/buns,pickled vegetables,white wine,oil"
2894,"butter,newspapers"
2895,"long life bakery product,hamburger meat,whole milk"
2897,"zwieback,whole milk,mustard,yogurt,chocolate,curd"
2898,"yogurt,rolls/buns,rolls/buns,pasta,bottled water,soda,bottled water"
2899,"sausage,sausage,chicken,frankfurter,pastry,fruit/vegetable juice,cling film/bags,canned beer,pot plants,rolls/buns,soda"
2900,"pastry,bottled water,sugar,chicken,sausage,dishes,whole milk,whole milk,whole milk,bottled beer,shopping bags,canned beer"
2901,"whipped/sour cream,processed cheese,beverages,domestic eggs,curd,other vegetables,tropical fruit,chocolate"
